order_id,date,category,unit_price,quantity,discount_pct,revenue,region,channel
2510,2025-03-25,Books,20.89,2,0,41.78,West,Online
2556,2025-03-25,Clothing,89.24,1,0,89.24,South,Online
3046,2025-03-25,Books,28.29,4,0,113.16,West,Online
3137,2025-03-25,Electronics,730.7,5,0,3653.5,South,In-Store
3858,2025-03-25,Clothing,46.43,1,0,46.43,East,Online
4784,2025-03-25,Electronics,639.86,5,0,3199.3,North,Online
5770,2025-03-25,Home & Kitchen,116.3,2,0,232.6,East,Online
5877,2025-03-25,Sports,108.24,4,0,432.96,South,Online
1478,2025-03-26,Home & Kitchen,73.0,3,20,175.2,South,In-Store
1914,2025-03-26,Electronics,879.43,1,0,879.43,East,Online
2233,2025-03-26,Sports,79.93,2,0,159.86,North,Online
3712,2025-03-26,Clothing,67.42,3,20,161.81,West,Online
3952,2025-03-26,Sports,161.89,3,10,437.1,West,In-Store
4518,2025-03-26,Books,8.87,5,0,44.35,North,Online
4933,2025-03-26,Books,23.62,3,0,70.86,South,Online
5488,2025-03-26,Clothing,118.2,2,15,200.94,North,Online
1018,2025-03-27,Books,26.85,1,10,24.17,North,In-Store
1286,2025-03-27,Books,13.7,3,0,41.1,North,Online
1312,2025-03-27,Sports,170.39,4,5,647.48,North,Online
1338,2025-03-27,Home & Kitchen,201.0,4,0,804.0,East,Online
1455,2025-03-27,Sports,116.17,5,0,580.85,East,Online
1687,2025-03-27,Home & Kitchen,133.17,5,0,665.85,South,Online
2045,2025-03-27,Electronics,460.25,3,20,1104.6,North,In-Store
2076,2025-03-27,Electronics,651.87,1,0,651.87,East,In-Store
2283,2025-03-27,Clothing,52.14,1,5,49.53,South,Online
2506,2025-03-27,Sports,122.86,5,0,614.3,South,In-Store
2824,2025-03-27,Clothing,34.8,3,0,104.4,West,Online
3612,2025-03-27,Books,16.19,5,0,80.95,South,Online
4053,2025-03-27,Home & Kitchen,216.78,5,15,921.32,North,Online
4451,2025-03-27,Clothing,55.23,1,0,55.23,East,Online
4860,2025-03-27,Books,10.08,4,0,40.32,East,In-Store
5735,2025-03-27,Clothing,26.12,4,0,104.48,West,In-Store
5888,2025-03-27,Electronics,212.45,5,20,849.8,East,Online
1155,2025-03-28,Electronics,255.01,3,5,726.78,North,Online
1295,2025-03-28,Sports,28.34,3,0,85.02,West,Online
2002,2025-03-28,Electronics,591.09,3,10,1595.94,North,Online
2224,2025-03-28,Sports,61.18,2,20,97.89,North,In-Store
2261,2025-03-28,Home & Kitchen,31.31,4,5,118.98,East,Online
2420,2025-03-28,Electronics,756.12,3,0,2268.36,West,Online
2476,2025-03-28,Clothing,21.14,3,10,57.08,North,Online
3035,2025-03-28,Sports,140.84,5,5,668.99,East,Online
3185,2025-03-28,Home & Kitchen,147.35,4,0,589.4,North,In-Store
3497,2025-03-28,Books,17.05,5,10,76.73,South,Online
3579,2025-03-28,Sports,99.83,4,0,399.32,South,In-Store
4104,2025-03-28,Home & Kitchen,42.36,1,10,38.12,West,Online
4273,2025-03-28,Books,35.23,3,0,105.69,West,Online
4320,2025-03-28,Home & Kitchen,135.7,2,0,271.4,South,Online
4682,2025-03-28,Electronics,307.58,1,5,292.2,South,In-Store
5356,2025-03-28,Home & Kitchen,138.02,5,20,552.08,East,Online
5378,2025-03-28,Electronics,729.39,5,0,3646.95,South,Online
1485,2025-03-29,Electronics,285.15,3,5,812.68,South,In-Store
1743,2025-03-29,Home & Kitchen,206.73,4,0,826.92,East,In-Store
1834,2025-03-29,Clothing,107.33,5,20,429.32,South,Online
1840,2025-03-29,Home & Kitchen,28.1,4,10,101.16,North,Online
1885,2025-03-29,Electronics,710.47,4,0,2841.88,South,Online
2356,2025-03-29,Electronics,728.49,4,0,2913.96,South,Online
2384,2025-03-29,Books,16.55,5,0,82.75,East,In-Store
2537,2025-03-29,Clothing,53.53,3,0,160.59,East,In-Store
3145,2025-03-29,Home & Kitchen,30.4,5,0,152.0,North,Online
3833,2025-03-29,Sports,127.9,5,0,639.5,West,Online
4147,2025-03-29,Home & Kitchen,93.52,2,0,187.04,North,Online
5429,2025-03-29,Electronics,389.02,4,15,1322.67,East,In-Store
5451,2025-03-29,Clothing,74.29,5,0,371.45,West,In-Store
5752,2025-03-29,Clothing,70.08,4,0,280.32,West,Online
1121,2025-03-30,Clothing,59.71,3,5,170.17,North,Online
1166,2025-03-30,Clothing,86.25,1,0,86.25,North,In-Store
1182,2025-03-30,Clothing,73.81,2,0,147.62,East,In-Store
1670,2025-03-30,Books,16.62,4,0,66.48,South,Online
1769,2025-03-30,Clothing,55.67,5,0,278.35,North,In-Store
2235,2025-03-30,Home & Kitchen,210.82,3,0,632.46,East,In-Store
2255,2025-03-30,Electronics,694.87,2,5,1320.25,West,Online
3109,2025-03-30,Books,32.69,4,0,130.76,South,Online
3688,2025-03-30,Home & Kitchen,49.5,4,15,168.3,West,In-Store
3737,2025-03-30,Clothing,102.67,4,0,410.68,North,In-Store
5012,2025-03-30,Electronics,179.8,4,0,719.2,North,In-Store
5038,2025-03-30,Home & Kitchen,240.11,1,0,240.11,East,Online
5075,2025-03-30,Home & Kitchen,221.84,2,15,377.13,East,Online
5617,2025-03-30,Home & Kitchen,217.77,4,0,871.08,East,In-Store
1706,2025-03-31,Electronics,691.55,3,20,1659.72,North,Online
1923,2025-03-31,Home & Kitchen,79.89,4,5,303.58,West,In-Store
2606,2025-03-31,Home & Kitchen,101.19,5,0,505.95,South,In-Store
2949,2025-03-31,Home & Kitchen,41.49,2,0,82.98,South,Online
3076,2025-03-31,Sports,120.4,2,0,240.8,West,Online
3850,2025-03-31,Electronics,211.19,4,0,844.76,South,Online
4125,2025-03-31,Home & Kitchen,61.41,4,10,221.08,East,In-Store
4824,2025-03-31,Clothing,22.23,4,5,84.47,North,In-Store
4898,2025-03-31,Clothing,25.12,3,0,75.36,North,Online
4978,2025-03-31,Sports,63.81,2,20,102.1,North,In-Store
5342,2025-03-31,Home & Kitchen,25.37,1,0,25.37,North,In-Store
5603,2025-03-31,Electronics,229.16,1,0,229.16,East,Online
5605,2025-03-31,Electronics,872.23,5,0,4361.15,West,Online
5666,2025-03-31,Electronics,355.53,4,0,1422.12,North,Online
5771,2025-03-31,Books,8.07,1,15,6.86,North,In-Store
5810,2025-03-31,Clothing,86.47,3,0,259.41,East,Online
5853,2025-03-31,Books,31.36,5,0,156.8,West,Online
1074,2025-04-01,Electronics,397.69,3,0,1193.07,North,Online
1360,2025-04-01,Home & Kitchen,107.29,4,0,429.16,North,Online
1561,2025-04-01,Sports,173.73,5,0,868.65,East,Online
4028,2025-04-01,Books,15.97,3,0,47.91,East,Online
4871,2025-04-01,Home & Kitchen,239.66,3,5,683.03,South,Online
4973,2025-04-01,Clothing,62.43,2,0,124.86,North,Online
5555,2025-04-01,Books,25.68,5,20,102.72,North,In-Store
5878,2025-04-01,Books,35.77,5,0,178.85,South,Online
1099,2025-04-02,Home & Kitchen,27.32,1,0,27.32,North,Online
2017,2025-04-02,Sports,85.17,5,0,425.85,South,In-Store
2372,2025-04-02,Home & Kitchen,156.86,3,0,470.58,South,Online
2734,2025-04-02,Clothing,112.2,4,0,448.8,West,Online
3209,2025-04-02,Books,39.44,5,5,187.34,North,Online
4689,2025-04-02,Clothing,77.87,4,0,311.48,East,In-Store
4985,2025-04-02,Clothing,105.54,2,0,211.08,South,In-Store
5744,2025-04-02,Home & Kitchen,24.44,3,20,58.66,South,Online
1061,2025-04-03,Sports,19.31,2,0,38.62,East,Online
1203,2025-04-03,Sports,157.62,2,5,299.48,West,Online
1387,2025-04-03,Electronics,550.48,2,0,1100.96,North,In-Store
1456,2025-04-03,Clothing,108.74,4,20,347.97,North,Online
1535,2025-04-03,Clothing,22.69,1,0,22.69,North,Online
2072,2025-04-03,Home & Kitchen,222.72,1,0,222.72,South,Online
2303,2025-04-03,Electronics,169.62,5,0,848.1,South,In-Store
2400,2025-04-03,Clothing,56.13,1,5,53.32,North,In-Store
2491,2025-04-03,Sports,59.2,1,0,59.2,East,Online
2992,2025-04-03,Clothing,117.3,1,15,99.7,East,In-Store
3883,2025-04-03,Clothing,80.36,2,0,160.72,East,Online
4098,2025-04-03,Clothing,38.49,4,10,138.56,North,Online
4446,2025-04-03,Clothing,31.39,5,15,133.41,South,Online
4639,2025-04-03,Clothing,77.68,5,0,388.4,West,In-Store
4891,2025-04-03,Books,28.27,5,0,141.35,East,Online
5479,2025-04-03,Clothing,58.51,4,0,234.04,East,Online
1054,2025-04-04,Books,29.63,4,0,118.52,West,Online
1112,2025-04-04,Electronics,651.48,1,0,651.48,South,Online
1530,2025-04-04,Electronics,212.67,1,10,191.4,South,Online
1724,2025-04-04,Clothing,28.65,4,0,114.6,South,Online
2250,2025-04-04,Electronics,246.56,3,20,591.74,South,In-Store
2361,2025-04-04,Electronics,654.39,4,0,2617.56,North,In-Store
3133,2025-04-04,Home & Kitchen,101.96,2,10,183.53,East,In-Store
3438,2025-04-04,Electronics,474.53,5,0,2372.65,North,In-Store
3442,2025-04-04,Electronics,737.93,5,10,3320.68,South,In-Store
4281,2025-04-04,Home & Kitchen,200.85,3,0,602.55,North,In-Store
4560,2025-04-04,Clothing,87.78,1,0,87.78,East,In-Store
4905,2025-04-04,Home & Kitchen,215.93,3,5,615.4,North,Online
5045,2025-04-04,Books,38.57,1,0,38.57,East,Online
5048,2025-04-04,Home & Kitchen,126.55,5,15,537.84,West,Online
5212,2025-04-04,Electronics,401.26,2,10,722.27,East,Online
5309,2025-04-04,Clothing,78.92,1,10,71.03,East,Online
5553,2025-04-04,Clothing,22.68,1,0,22.68,South,Online
1060,2025-04-05,Home & Kitchen,28.96,2,5,55.02,East,Online
1110,2025-04-05,Electronics,781.74,3,5,2227.96,East,Online
1764,2025-04-05,Books,30.39,2,0,60.78,South,Online
2316,2025-04-05,Electronics,802.65,3,0,2407.95,South,Online
2323,2025-04-05,Books,13.04,5,0,65.2,West,Online
2455,2025-04-05,Sports,70.17,4,0,280.68,North,Online
3245,2025-04-05,Books,7.67,3,10,20.71,West,Online
3412,2025-04-05,Electronics,198.94,5,0,994.7,South,In-Store
3597,2025-04-05,Books,6.44,1,0,6.44,East,Online
3658,2025-04-05,Clothing,82.43,2,0,164.86,South,Online
4112,2025-04-05,Home & Kitchen,112.15,4,15,381.31,North,Online
4362,2025-04-05,Electronics,494.8,1,10,445.32,East,In-Store
4768,2025-04-05,Clothing,45.57,5,0,227.85,North,Online
5054,2025-04-05,Clothing,31.96,5,0,159.8,East,Online
5372,2025-04-05,Books,26.64,3,20,63.94,South,In-Store
5493,2025-04-05,Clothing,111.41,2,0,222.82,East,In-Store
5894,2025-04-05,Electronics,412.59,4,0,1650.36,South,Online
1064,2025-04-06,Home & Kitchen,234.07,5,5,1111.83,West,Online
1449,2025-04-06,Clothing,80.91,4,0,323.64,South,Online
1558,2025-04-06,Electronics,568.0,2,10,1022.4,West,Online
1593,2025-04-06,Books,38.95,1,5,37.0,South,Online
1880,2025-04-06,Clothing,66.22,2,0,132.44,West,In-Store
2226,2025-04-06,Electronics,204.43,5,5,971.04,North,Online
2793,2025-04-06,Electronics,820.36,3,5,2338.03,West,Online
3347,2025-04-06,Electronics,279.25,2,5,530.57,West,Online
3407,2025-04-06,Books,35.41,2,5,67.28,North,Online
3602,2025-04-06,Books,6.47,1,0,6.47,East,Online
3618,2025-04-06,Electronics,480.86,1,5,456.82,East,Online
3638,2025-04-06,Home & Kitchen,22.79,2,0,45.58,West,In-Store
3707,2025-04-06,Electronics,488.36,1,15,415.11,South,In-Store
3854,2025-04-06,Books,15.43,2,0,30.86,West,Online
5103,2025-04-06,Clothing,34.59,5,5,164.3,East,Online
5285,2025-04-06,Clothing,77.14,2,5,146.57,East,Online
5361,2025-04-06,Electronics,155.5,2,0,311.0,South,Online
5739,2025-04-06,Electronics,216.03,4,5,820.91,East,In-Store
1867,2025-04-07,Clothing,97.12,4,0,388.48,South,Online
1959,2025-04-07,Electronics,759.86,2,0,1519.72,West,Online
2641,2025-04-07,Sports,175.35,5,0,876.75,North,Online
3026,2025-04-07,Sports,82.83,1,0,82.83,North,Online
3319,2025-04-07,Sports,119.53,1,10,107.58,West,In-Store
3508,2025-04-07,Electronics,618.96,1,0,618.96,South,Online
3869,2025-04-07,Home & Kitchen,104.78,2,5,199.08,East,Online
4229,2025-04-07,Home & Kitchen,41.08,5,0,205.4,West,Online
4358,2025-04-07,Clothing,14.94,2,5,28.39,South,Online
4455,2025-04-07,Clothing,85.56,1,20,68.45,West,In-Store
4711,2025-04-07,Sports,151.1,3,0,453.3,West,Online
5581,2025-04-07,Home & Kitchen,237.89,3,0,713.67,East,Online
5646,2025-04-07,Books,32.76,3,0,98.28,West,Online
5889,2025-04-07,Sports,80.79,4,20,258.53,East,In-Store
1156,2025-04-08,Clothing,83.15,2,0,166.3,North,In-Store
1711,2025-04-08,Sports,117.62,4,5,446.96,East,Online
1813,2025-04-08,Clothing,66.21,4,20,211.87,West,Online
1956,2025-04-08,Electronics,869.81,4,0,3479.24,West,In-Store
2370,2025-04-08,Electronics,320.13,3,0,960.39,East,Online
2651,2025-04-08,Clothing,54.88,4,0,219.52,South,Online
3454,2025-04-08,Sports,33.49,1,0,33.49,East,Online
3734,2025-04-08,Clothing,51.51,4,0,206.04,North,In-Store
3832,2025-04-08,Clothing,98.47,1,0,98.47,West,Online
4228,2025-04-08,Books,29.82,1,20,23.86,East,Online
4471,2025-04-08,Sports,87.22,1,15,74.14,East,In-Store
4813,2025-04-08,Electronics,817.22,1,0,817.22,East,Online
5343,2025-04-08,Books,31.61,5,10,142.24,North,Online
5865,2025-04-08,Electronics,562.38,4,0,2249.52,East,In-Store
1068,2025-04-09,Clothing,70.91,5,5,336.82,West,In-Store
1390,2025-04-09,Electronics,556.9,2,5,1058.11,South,Online
1729,2025-04-09,Electronics,461.86,5,20,1847.44,South,Online
1847,2025-04-09,Electronics,851.55,5,5,4044.86,East,In-Store
2979,2025-04-09,Electronics,584.45,3,5,1665.68,North,Online
3140,2025-04-09,Books,10.14,3,0,30.42,South,In-Store
3835,2025-04-09,Clothing,33.58,2,0,67.16,West,Online
4008,2025-04-09,Home & Kitchen,105.55,3,0,316.65,West,In-Store
4666,2025-04-09,Clothing,44.96,2,0,89.92,North,Online
4687,2025-04-09,Sports,18.79,5,0,93.95,South,Online
4766,2025-04-09,Home & Kitchen,37.29,5,0,186.45,North,In-Store
1056,2025-04-10,Electronics,430.96,2,10,775.73,East,Online
2016,2025-04-10,Sports,163.59,2,0,327.18,North,In-Store
2252,2025-04-10,Clothing,85.4,2,0,170.8,North,In-Store
2528,2025-04-10,Books,16.36,3,0,49.08,West,Online
2931,2025-04-10,Electronics,472.64,3,0,1417.92,West,In-Store
3307,2025-04-10,Clothing,90.22,2,5,171.42,North,Online
3912,2025-04-10,Home & Kitchen,46.38,1,0,46.38,East,Online
4002,2025-04-10,Clothing,24.88,4,15,84.59,North,Online
4062,2025-04-10,Clothing,58.94,1,20,47.15,South,Online
4385,2025-04-10,Clothing,102.62,4,0,410.48,South,In-Store
4414,2025-04-10,Electronics,401.89,4,0,1607.56,West,Online
4575,2025-04-10,Books,19.87,4,0,79.48,North,Online
1347,2025-04-11,Sports,166.77,5,20,667.08,West,In-Store
1653,2025-04-11,Electronics,308.34,2,0,616.68,East,Online
1803,2025-04-11,Clothing,32.14,1,20,25.71,North,Online
1849,2025-04-11,Books,12.17,1,0,12.17,East,In-Store
2163,2025-04-11,Books,33.15,1,0,33.15,East,In-Store
3088,2025-04-11,Sports,44.33,3,0,132.99,West,In-Store
3310,2025-04-11,Clothing,66.25,3,0,198.75,East,Online
3721,2025-04-11,Home & Kitchen,225.06,5,0,1125.3,East,Online
3974,2025-04-11,Home & Kitchen,64.28,5,0,321.4,North,Online
4287,2025-04-11,Electronics,698.59,4,0,2794.36,North,Online
4310,2025-04-11,Clothing,102.33,2,15,173.96,South,Online
4428,2025-04-11,Electronics,386.23,1,0,386.23,East,Online
4477,2025-04-11,Books,5.08,3,0,15.24,East,In-Store
4559,2025-04-11,Home & Kitchen,72.54,1,15,61.66,East,Online
5207,2025-04-11,Clothing,25.29,5,0,126.45,North,Online
5325,2025-04-11,Books,39.33,3,0,117.99,East,Online
5848,2025-04-11,Books,17.57,3,10,47.44,South,In-Store
1244,2025-04-12,Electronics,602.59,2,0,1205.18,South,Online
1362,2025-04-12,Home & Kitchen,217.42,3,5,619.65,South,In-Store
1522,2025-04-12,Electronics,270.35,5,5,1284.16,North,Online
2424,2025-04-12,Electronics,346.98,5,0,1734.9,North,In-Store
3697,2025-04-12,Clothing,56.99,5,0,284.95,West,Online
3964,2025-04-12,Sports,71.37,1,5,67.8,North,Online
4218,2025-04-12,Clothing,60.19,3,0,180.57,East,In-Store
4554,2025-04-12,Home & Kitchen,23.82,1,0,23.82,South,In-Store
4569,2025-04-12,Electronics,745.0,5,10,3352.5,East,In-Store
5261,2025-04-12,Home & Kitchen,70.49,3,20,169.18,North,Online
5736,2025-04-12,Electronics,367.23,2,0,734.46,North,Online
1000,2025-04-13,Sports,48.94,5,0,244.7,North,Online
1169,2025-04-13,Electronics,597.2,3,0,1791.6,West,Online
1211,2025-04-13,Electronics,575.66,2,0,1151.32,South,In-Store
1927,2025-04-13,Books,15.5,1,0,15.5,North,Online
2887,2025-04-13,Electronics,693.1,5,0,3465.5,West,In-Store
2909,2025-04-13,Home & Kitchen,188.82,5,10,849.69,West,Online
3456,2025-04-13,Books,13.09,1,10,11.78,West,Online
3471,2025-04-13,Sports,152.34,1,20,121.87,West,In-Store
3773,2025-04-13,Home & Kitchen,71.39,2,0,142.78,West,In-Store
3892,2025-04-13,Clothing,30.1,5,0,150.5,South,Online
3903,2025-04-13,Home & Kitchen,207.71,5,0,1038.55,North,In-Store
3937,2025-04-13,Clothing,30.13,1,0,30.13,West,In-Store
4013,2025-04-13,Home & Kitchen,39.49,1,0,39.49,West,In-Store
4692,2025-04-13,Home & Kitchen,117.43,3,0,352.29,South,Online
4915,2025-04-13,Home & Kitchen,216.67,2,0,433.34,North,In-Store
1033,2025-04-14,Clothing,11.01,1,0,11.01,East,In-Store
1571,2025-04-14,Sports,99.21,1,0,99.21,North,In-Store
1984,2025-04-14,Sports,39.51,2,0,79.02,West,Online
2951,2025-04-14,Sports,198.77,5,5,944.16,East,Online
3661,2025-04-14,Books,30.04,5,0,150.2,South,Online
3823,2025-04-14,Books,23.31,2,0,46.62,South,Online
4728,2025-04-14,Home & Kitchen,90.19,4,0,360.76,East,Online
5278,2025-04-14,Books,7.36,4,0,29.44,East,Online
5294,2025-04-14,Clothing,54.05,3,0,162.15,North,In-Store
5456,2025-04-14,Clothing,13.68,3,0,41.04,South,In-Store
1221,2025-04-15,Home & Kitchen,186.81,4,5,709.88,South,Online
1795,2025-04-15,Home & Kitchen,92.15,2,5,175.08,East,In-Store
2097,2025-04-15,Home & Kitchen,70.2,2,0,140.4,East,Online
2110,2025-04-15,Books,35.17,1,0,35.17,South,Online
2408,2025-04-15,Clothing,27.03,1,0,27.03,East,Online
2889,2025-04-15,Home & Kitchen,220.05,4,0,880.2,East,Online
3077,2025-04-15,Home & Kitchen,127.65,2,15,217.0,East,Online
3569,2025-04-15,Home & Kitchen,193.76,3,0,581.28,East,Online
4184,2025-04-15,Clothing,98.11,2,5,186.41,East,In-Store
4376,2025-04-15,Clothing,33.78,1,20,27.02,East,Online
4600,2025-04-15,Sports,103.03,5,15,437.88,East,In-Store
4656,2025-04-15,Home & Kitchen,86.34,2,0,172.68,East,Online
5452,2025-04-15,Clothing,116.21,2,0,232.42,North,Online
5725,2025-04-15,Clothing,75.83,5,0,379.15,West,In-Store
5995,2025-04-15,Clothing,114.12,5,0,570.6,West,Online
1328,2025-04-16,Home & Kitchen,80.19,3,0,240.57,East,In-Store
1587,2025-04-16,Home & Kitchen,143.75,5,15,610.94,North,In-Store
1665,2025-04-16,Books,8.6,2,5,16.34,East,In-Store
1751,2025-04-16,Sports,82.89,3,0,248.67,South,Online
1998,2025-04-16,Home & Kitchen,139.42,4,0,557.68,West,Online
2133,2025-04-16,Electronics,470.33,3,0,1410.99,West,In-Store
2563,2025-04-16,Clothing,74.55,4,0,298.2,West,Online
3293,2025-04-16,Electronics,486.93,2,10,876.47,North,Online
3529,2025-04-16,Electronics,397.84,2,0,795.68,East,In-Store
3706,2025-04-16,Clothing,68.71,4,10,247.36,South,Online
4107,2025-04-16,Home & Kitchen,187.02,5,0,935.1,North,Online
4445,2025-04-16,Sports,45.2,1,0,45.2,East,In-Store
4968,2025-04-16,Home & Kitchen,81.93,3,0,245.79,South,In-Store
5027,2025-04-16,Home & Kitchen,34.21,1,0,34.21,North,In-Store
5204,2025-04-16,Clothing,26.45,3,0,79.35,East,Online
5295,2025-04-16,Clothing,67.69,1,20,54.15,East,In-Store
1517,2025-04-17,Clothing,39.57,4,5,150.37,North,In-Store
1961,2025-04-17,Home & Kitchen,132.22,2,0,264.44,North,Online
2003,2025-04-17,Electronics,163.52,4,0,654.08,West,In-Store
2209,2025-04-17,Sports,38.79,2,0,77.58,South,In-Store
3003,2025-04-17,Electronics,813.54,1,0,813.54,East,In-Store
3143,2025-04-17,Electronics,864.78,1,0,864.78,South,Online
3244,2025-04-17,Electronics,357.68,3,0,1073.04,South,Online
3390,2025-04-17,Electronics,713.88,5,0,3569.4,South,Online
3496,2025-04-17,Home & Kitchen,144.12,5,10,648.54,South,In-Store
4150,2025-04-17,Books,15.03,3,0,45.09,North,In-Store
4174,2025-04-17,Books,37.81,5,0,189.05,East,Online
5349,2025-04-17,Clothing,92.98,2,0,185.96,East,In-Store
1048,2025-04-18,Clothing,19.39,5,0,96.95,West,Online
1163,2025-04-18,Clothing,39.94,2,0,79.88,West,Online
1355,2025-04-18,Clothing,117.7,3,5,335.44,North,Online
1812,2025-04-18,Clothing,108.78,4,0,435.12,North,In-Store
1839,2025-04-18,Books,18.19,4,0,72.76,South,Online
2365,2025-04-18,Books,8.43,5,10,37.94,South,In-Store
2624,2025-04-18,Clothing,117.97,2,0,235.94,East,In-Store
2925,2025-04-18,Clothing,105.79,1,0,105.79,West,Online
2954,2025-04-18,Electronics,343.31,2,0,686.62,North,Online
3610,2025-04-18,Sports,173.29,5,0,866.45,West,Online
3847,2025-04-18,Books,23.56,5,15,100.13,West,Online
3882,2025-04-18,Books,29.85,2,0,59.7,North,Online
3998,2025-04-18,Clothing,57.98,2,15,98.57,East,In-Store
5443,2025-04-18,Books,32.08,4,0,128.32,West,Online
5530,2025-04-18,Electronics,371.81,1,0,371.81,South,Online
5670,2025-04-18,Electronics,446.51,4,0,1786.04,South,Online
5775,2025-04-18,Sports,37.2,3,0,111.6,West,Online
1381,2025-04-19,Clothing,44.03,5,10,198.14,South,In-Store
1473,2025-04-19,Clothing,30.47,3,0,91.41,West,In-Store
1523,2025-04-19,Sports,97.55,4,15,331.67,North,Online
2164,2025-04-19,Electronics,550.53,3,5,1569.01,South,Online
2472,2025-04-19,Books,8.78,2,0,17.56,West,In-Store
3700,2025-04-19,Sports,115.86,4,0,463.44,East,Online
3787,2025-04-19,Clothing,110.56,1,0,110.56,West,Online
4027,2025-04-19,Home & Kitchen,73.5,1,0,73.5,South,Online
4389,2025-04-19,Sports,192.01,1,0,192.01,South,In-Store
4970,2025-04-19,Sports,161.46,1,10,145.31,East,Online
5728,2025-04-19,Home & Kitchen,176.08,2,0,352.16,South,Online
5820,2025-04-19,Home & Kitchen,176.02,5,10,792.09,West,Online
1719,2025-04-20,Clothing,59.67,2,5,113.37,West,In-Store
1785,2025-04-20,Books,30.13,3,15,76.83,North,Online
1951,2025-04-20,Clothing,16.95,2,0,33.9,West,In-Store
4056,2025-04-20,Sports,77.95,4,0,311.8,West,Online
4401,2025-04-20,Home & Kitchen,51.92,5,0,259.6,West,Online
5033,2025-04-20,Clothing,29.36,1,0,29.36,West,Online
5792,2025-04-20,Home & Kitchen,79.24,1,0,79.24,East,Online
1124,2025-04-21,Clothing,68.68,3,5,195.74,West,In-Store
1403,2025-04-21,Sports,53.35,5,0,266.75,North,In-Store
2175,2025-04-21,Electronics,258.7,2,0,517.4,West,Online
2488,2025-04-21,Electronics,488.32,1,0,488.32,East,In-Store
2689,2025-04-21,Electronics,837.81,4,0,3351.24,West,Online
2710,2025-04-21,Electronics,227.44,3,0,682.32,South,Online
3378,2025-04-21,Clothing,48.2,2,10,86.76,South,In-Store
3501,2025-04-21,Clothing,40.69,4,0,162.76,North,In-Store
3663,2025-04-21,Sports,171.29,5,0,856.45,West,Online
3941,2025-04-21,Clothing,75.44,5,5,358.34,East,Online
4003,2025-04-21,Clothing,82.86,5,0,414.3,East,Online
4456,2025-04-21,Home & Kitchen,165.06,4,10,594.22,North,Online
5121,2025-04-21,Home & Kitchen,141.0,3,0,423.0,North,Online
5843,2025-04-21,Electronics,719.06,1,0,719.06,West,Online
1148,2025-04-22,Electronics,587.28,4,10,2114.21,South,In-Store
1290,2025-04-22,Sports,103.06,1,0,103.06,North,Online
1529,2025-04-22,Electronics,273.96,5,5,1301.31,South,Online
1572,2025-04-22,Electronics,278.58,4,20,891.46,West,In-Store
1934,2025-04-22,Sports,77.1,1,5,73.24,West,Online
2267,2025-04-22,Clothing,24.68,3,0,74.04,West,Online
2544,2025-04-22,Electronics,228.36,4,20,730.75,North,Online
3234,2025-04-22,Home & Kitchen,202.7,1,5,192.56,North,Online
3644,2025-04-22,Clothing,72.02,1,15,61.22,West,In-Store
3876,2025-04-22,Home & Kitchen,202.81,5,5,963.35,South,Online
4644,2025-04-22,Home & Kitchen,202.39,3,0,607.17,East,In-Store
5135,2025-04-22,Books,36.13,4,0,144.52,South,Online
5265,2025-04-22,Books,18.39,1,10,16.55,West,Online
5399,2025-04-22,Clothing,82.18,2,0,164.36,West,Online
5558,2025-04-22,Electronics,266.7,2,0,533.4,West,In-Store
1102,2025-04-23,Clothing,118.49,2,0,236.98,West,Online
1192,2025-04-23,Clothing,22.74,2,10,40.93,West,Online
1320,2025-04-23,Clothing,90.92,3,0,272.76,North,In-Store
1495,2025-04-23,Electronics,443.01,5,15,1882.79,East,Online
2056,2025-04-23,Home & Kitchen,177.8,1,10,160.02,East,Online
2202,2025-04-23,Electronics,271.63,5,5,1290.24,South,Online
2467,2025-04-23,Clothing,90.99,3,0,272.97,East,Online
3534,2025-04-23,Electronics,192.71,1,0,192.71,East,Online
3674,2025-04-23,Electronics,418.98,2,0,837.96,South,In-Store
3935,2025-04-23,Clothing,61.55,1,0,61.55,North,Online
4168,2025-04-23,Electronics,749.18,4,10,2697.05,South,In-Store
5224,2025-04-23,Home & Kitchen,128.38,4,0,513.52,East,In-Store
5600,2025-04-23,Clothing,56.88,2,0,113.76,West,In-Store
1062,2025-04-24,Clothing,106.52,4,0,426.08,North,In-Store
1237,2025-04-24,Electronics,773.16,1,5,734.5,West,Online
1494,2025-04-24,Sports,182.63,2,0,365.26,West,In-Store
2348,2025-04-24,Clothing,90.35,5,0,451.75,East,Online
2964,2025-04-24,Clothing,47.25,1,10,42.52,West,Online
3180,2025-04-24,Home & Kitchen,107.73,4,0,430.92,South,Online
3592,2025-04-24,Books,35.61,3,0,106.83,South,In-Store
3698,2025-04-24,Clothing,17.66,4,0,70.64,North,Online
4351,2025-04-24,Clothing,106.81,4,0,427.24,North,Online
4663,2025-04-24,Books,25.24,2,20,40.38,East,Online
5755,2025-04-24,Books,32.95,3,0,98.85,North,Online
2326,2025-04-25,Home & Kitchen,65.42,2,0,130.84,North,In-Store
2664,2025-04-25,Home & Kitchen,143.87,1,0,143.87,East,In-Store
2969,2025-04-25,Books,19.99,4,10,71.96,East,In-Store
3048,2025-04-25,Electronics,893.79,2,0,1787.58,South,Online
3149,2025-04-25,Sports,161.2,5,0,806.0,West,Online
